"","CID3921","CID45171","CID4066","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID3941","CID3948","CID4067","CID4290A"
"RSPH10B2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"HECW1",2,8,2,1,0,0,0,258,5,17,0,0,0,0,3,2,0,0,0,1
"RP4-736H5.3",1,0,0,0,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0
"LINC01510",0,0,0,0,0,0,0,1,145,3,0,0,0,0,0,0,0,0,0,0
"RP11-3B12.5",39,0,0,1,0,0,21,0,5,0,2,0,0,0,17,0,0,0,0,0
"STRA8",6,141,0,2,1,64,11,0,0,0,37,0,0,0,0,0,0,0,0,0
"TAF7L",4,9,5,0,2,6,14,0,2,1,1,0,0,1,5,2,0,0,0,1
"H2BFM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP6-191P20.4",2,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2
"DANT1",1,2,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"RP11-770E5.1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RSPO2",2,5,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-109M17.2",1,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
"LINC01474",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-60I3.4",0,0,0,0,0,0,1,0,4,2,0,0,0,0,3,2,0,0,0,1
"RP11-76I23.7",0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"RP11-1036E20.9",10,23,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0
"RP11-864G5.3",2,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"ABCG4",3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"RP13-16H11.2",0,14,1,2,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0
"PRKG1-AS1",1,15,2,0,44,4,1,11,0,5,0,0,0,0,0,0,1,0,0,1
"PLCE1-AS1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"CYP2C18",1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"CALHM3",2,0,1,0,0,4,1,0,175,9,0,0,0,0,0,1,0,0,1,0
"LINC01561",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-625L16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OVCH1",0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0
"SLC38A4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT4",210,23,23,0,0,7,966,0,11,10,0,0,0,0,0,0,0,0,0,153
"MYF6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00563",0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SCEL",151,39,7,3,0,2,140,0,7,349,1,0,0,0,0,0,0,0,0,1
"MIR4500HG",1,2,0,0,1,6,2,0,1,0,0,0,0,0,2,0,0,0,0,0
"RP11-320M16.2",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"RP11-809H16.4",2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"RP11-21B23.2",2,0,0,0,0,0,0,0,4,123,0,0,0,0,0,0,0,0,0,1
"AC022816.2",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-92B11.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-61L19.2",0,0,0,0,2,1,0,0,2,1,1,0,0,0,3,1,0,0,0,0
"RP11-108P20.4",5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC002511.2",1,0,0,0,0,0,10,0,1,0,0,0,0,0,4,2,0,0,0,1
"AC002398.12",16,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"CTB-102L5.4",2,0,0,0,0,0,2,0,14,5,0,0,0,0,19,2,0,0,0,2
"ZNF649-AS1",2,0,1,1,2,1,2,0,1,2,2,0,0,0,2,0,0,0,0,0
"LINC00266-4P",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"KB-208E9.1",0,1,2,0,1,0,2,0,2,0,0,0,0,0,5,7,1,1,1,2
"KB-226F1.2",1,9,2,1,0,1,0,0,11,2,0,0,0,0,25,21,0,0,0,3
"SPECC1L-ADORA2A",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0
"MGC39584",2,163,0,4,5,36,176,0,54,1,0,0,0,0,0,0,0,0,0,0
"AP000695.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-547D24.3",7,2,1,0,5,1,8,0,4,3,0,0,0,0,2,1,0,1,0,5
"RP11-22L13.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-431K24.3",12,0,0,0,8,1,2,0,2,11,1,0,0,1,0,0,0,0,0,1
"RP3-510D11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MASP2",1,5,0,0,0,1,2,0,2,6,0,0,0,1,0,0,0,0,0,1
"RP4-704D23.1",34,0,0,0,1,1,82,0,0,19,0,0,0,1,0,0,0,1,0,11
"RP4-680D5.8",0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0
"RP11-380J14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1056L3.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VWA5B1",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"LIN28A",53,0,21,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
"RP11-288L9.4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP1-117O3.2",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-435D7.3",0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"RP11-329N22.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-994D16.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP4A22",1,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,42,9
"CDCP2",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"ROR1-AS1",0,0,0,0,0,1,0,2,9,0,0,0,0,0,1,0,0,0,1,0
"RP4-660H19.1",2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"AMY1C",8,0,0,0,0,62,2,0,0,0,1,0,0,0,0,0,5,0,0,0
"CRCT1",59,0,116,0,0,0,19,6,0,23,0,0,0,36,0,0,0,0,0,3
"LOR",0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD5L",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"SPTA1",0,0,0,0,0,0,0,11,1,0,5,0,0,0,0,1,0,0,0,0
"RP11-280O1.2",7,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"LRRC52",6,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"DUSP27",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C1orf105",2,43,0,0,100,1,21,0,4,7,0,0,0,0,0,0,0,0,0,2
"RP11-46A10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-335O13.7",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LINC00184",0,1,0,0,4,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"RP4-580N22.2",1,0,0,0,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,9
"RP11-261C10.5",2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,1
"GCSAML",0,0,0,0,0,0,8,0,0,1,0,0,0,0,10,1,0,0,1,0
"AC074011.2",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C2orf61",8,0,1,0,1,1,0,18,0,0,1,0,0,0,0,0,0,0,2,7
"RP11-493E12.1",4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
"AC010987.6",0,5,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
"AC007040.8",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DCTN1-AS1",0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC159540.2",1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"CNGA3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,58,1
"RP11-297J22.1",0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0
"AC097499.1",29,15,13,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2
"AC133785.1",4,5,1,0,0,6,41,0,0,10,0,0,0,0,0,0,0,0,0,0
"AC007879.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC007879.4",0,0,0,0,2,4,1,2,0,2,0,0,0,0,0,0,0,0,1,0
"RP11-314B1.2",0,0,0,0,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1
"AC098823.3",1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1
"AC105760.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0
"RP11-627J17.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCLK3",0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0
"LYZL4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"CCDC13-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-136C24.3",1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,3
"LRRC2-AS1",0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,4
"LINC00994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-451B8.1",16,23,0,0,1,26,42,0,2,0,0,0,0,0,0,0,0,0,0,0
"RP11-389G6.4",0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"CD200R1L",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-174O3.6",7,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"RUVBL1-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-340E6.1",1,1,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,1,0
"RP11-362A9.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-292E2.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-644C3.1",13,1,4,0,0,1,62,0,3,1,0,0,0,1,0,0,0,0,0,11
"ATP13A4-AS1",1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-513G11.3",9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CPN2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"C4orf50",3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-281P23.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-213G21.2",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3
"KCTD8",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPHA5-AS1",1,0,0,0,1,0,12,51,0,0,0,0,0,0,0,0,0,0,0,0
"PF4",0,0,1,0,0,0,0,26,2,29,0,0,0,0,0,0,0,0,0,0
"FGF5",35,4,0,0,0,0,0,2749,0,0,0,0,0,2,0,0,0,0,0,0
"FABP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-33B1.4",0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1
"C4orf45",0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-563E2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-714G18.1",1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,4
"RP11-565A3.2",3,8,0,0,1,0,12,0,0,0,0,0,0,1,0,0,2,0,1,0
"RP11-129I19.2",1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,15
"RP11-804N13.1",2,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0
"CTD-2024P10.1",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-122C5.3",0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"C9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MROH2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTC-436P18.3",2,0,0,0,0,1,1,54,1,35,0,0,0,1,0,0,0,0,0,1
"CTD-2016O11.1",1,0,0,0,11,2,0,0,7,0,4,0,0,0,0,0,0,0,0,0
"CTD-2292M14.1",13,2,38,0,0,0,47,0,1,13,0,0,0,0,0,0,0,0,2,0
"ACOT12",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTC-467M3.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-455B3.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00491",4,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTC-575N7.1",0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PCDHA6",0,2,0,0,0,4,35,0,13,0,0,0,0,0,1,0,0,0,0,30
"AC005609.20",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC25A2",1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"AC005592.1",1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,4
"SLC36A2",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01470",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTB-11I22.2",4,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0
"RP11-779O18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-843P14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01600",1,1,0,0,2,12,0,2,1,1,1,0,0,1,0,0,1,0,0,0
"RP1-223B1.1",4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP1-256G22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERVFRD-1",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
"DPCR1",8,0,1,0,1,0,5,0,2,0,0,0,0,0,2,0,0,0,0,2
"RP11-795J1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF2",1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"GABRR2",1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2
"POPDC3",1,3,0,0,131,0,67,1046,93,141,11,0,0,1,0,23,0,0,0,0
"CTA-331P3.1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-506B6.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"FAM26D",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"VNN3",19,1,1,0,0,1,84,0,8,64,0,0,0,1,0,0,3,0,0,6
"LINC00326",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-422G23.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-52J3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-235G24.1",1,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,1
"LINC00602",2,3,0,0,4,2,11,0,0,38,0,0,0,0,0,0,0,0,0,0
"TCP10L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC007128.1",1,0,0,0,1,2,3,1,2,4,0,0,0,0,4,0,0,0,0,0
"RP11-486P11.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"MACC1-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2
"INMT-FAM188B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GHRHR",0,0,0,0,46,0,1,0,13,0,0,0,0,1,66,0,0,0,0,0
"AC009262.2",1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,4
"DDC",0,1,1,0,8,33,121,1,19,17,2,0,0,1,0,0,0,0,0,0
"RP11-760D2.5",11,5,2,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,3
"RP11-321E8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF679",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTB-111F10.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GS1-259H13.13",3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,5
"RP5-1101C3.1",1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4
"RP11-3B12.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"AC009264.1",14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"AC022173.2",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R5",4,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,2,2
"TRPV5",1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP5-1070G24.2",5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,2,4
"RP11-1L9.1",0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0
"RP1-122K4.3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"LINC01456",48,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWAT2",6,3,1,0,0,4,78,0,0,1,0,0,0,0,0,0,0,0,0,2
"POU3F4",21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESX1",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIH1D3",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,5
"RP11-211C9.1",7,1,0,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADRA1A",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-94H18.1",0,2,0,0,3,0,2,6,0,21,0,0,0,0,0,0,0,0,0,0
"RP11-350N15.4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-495O10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-723D22.3",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"RP11-567J20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-1023P17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALB1",1,0,0,0,0,0,0,2,257,0,0,0,0,0,0,0,0,0,0,1
"RP11-388K12.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KB-1991G8.1",1,3,0,0,5,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-1C8.6",2,2,1,0,0,0,3,3,12,1,0,0,0,0,1,5,0,1,4,10
"FER1L6",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"RP11-1082L8.4",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00977",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-473O4.5",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"RP11-10J21.4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0
"RP11-520P18.5",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"MAFA-AS1",1,0,0,0,0,0,1,0,0,0,0,0,0,1,18,5,0,0,0,0
"RP11-429J17.5",5,2,0,0,0,1,3,0,17,1,0,0,0,5,2,1,2,0,2,7
"IGHEP2",1,0,0,0,0,0,1,4,2,0,1,0,0,2,0,2,0,0,0,0
"RP11-77E14.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RP11-80I3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-537H15.3",1,5,0,0,0,0,5,1,2,0,0,0,0,0,0,1,0,0,0,1
"IGFBPL1",3,0,3,0,1,0,8,0,12,0,0,0,0,0,2,0,0,0,0,0
"RP11-289F5.1",1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"RP11-168K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTLL11-IT1",2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OR1K1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-175D17.3",1,0,1,0,1,9,6,3,1,0,1,0,0,0,0,0,0,0,2,0
"QRFP",0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEL",1,1,3,0,3,8,13,3,3,13,0,0,0,0,2,2,0,2,2,6
"LCN8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-870H17.3",7,2,4,0,0,1,13,0,1,45,1,0,0,0,9,4,0,1,45,37
"KRTAP5-3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-295K3.1",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR51Q1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBQLN3",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-304C12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PAX6",280,11,0,0,2,21,7,6,8,0,29,0,0,0,0,0,0,0,1,1
"RP11-613D13.8",3,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0
"CTD-2589M5.5",1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-872D17.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLRT1",1,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,1
"NPAS4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTC-1337H24.4",1,1,1,0,0,1,3,0,2,0,0,0,0,0,22,3,0,0,3,8
"GPR152",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-757G1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTA-797E19.2",1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3
"AP001189.4",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-21L23.4",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEPHL1",2,0,0,0,0,2,5,0,0,25,0,0,0,0,0,0,1,0,1,0
"C11orf97",2,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"RP11-867G2.8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-64D24.4",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-555G19.1",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"IDI2",1,2,0,0,0,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0
"RP11-184A2.2",1,1,0,0,0,0,1,1,7,1,0,0,0,0,1,0,0,0,0,0
"LINC00705",3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-336A10.4",2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CELF2-AS2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-90B22.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-258F22.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBL2",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"MRLN",1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,2,0,0,1
"RP11-170M17.1",7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-344N10.2",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3
"RP11-399K21.11",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"RP11-399K21.10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2E",3,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1
"OPN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-57C13.6",1,26,3,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-316M21.7",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-127L20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-354M20.3",0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-234G16.4",0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,0,0,0
"LINC01165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
