"","CID3586","CID3921","CID45171","CID3838","CID4066","CID44041","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3946","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID4040","CID3941","CID3948","CID4067","CID4290A","CID4398"
"RP11-314A20.2",7,7,20,5,5,1,0,25,14,12,10,59,28,1,3,4,4,17,33,38,4,0,3,4,36,0
"ARRB2",967,1363,369,2529,778,244,50,4597,3423,1516,8509,843,502,35,1155,23,241,1226,568,725,545,73,233,373,478,232
"MED11",244,341,273,803,423,224,11,962,1187,871,1224,769,610,25,196,12,145,1038,1012,875,451,38,49,275,715,144
"CXCL16",2284,2700,328,4006,1435,180,172,5632,4573,2154,6343,3227,782,35,1240,22,418,3262,3065,697,332,104,203,915,2195,191
"ZMYND15",35,38,10,183,25,3,4,113,86,17,134,72,13,1,24,1,5,123,119,22,15,4,4,21,39,3
"VMO1",63,573,79,546,102,34,53,1051,353,126,2024,509,3108,3,208,1,45,257,237,109,40,12,36,154,127,11
"GLTPD2",8,11,1,4,6,0,0,10,11,15,20,0,18,0,6,0,1,9,4,3,1,0,0,0,3,0
"PSMB6",2199,3385,2125,5449,4147,889,842,8932,11589,9402,10424,11123,6824,106,2407,684,1987,9261,6841,8199,3034,229,592,1654,4268,1783
"RP11-81A22.5",29,16,1,29,30,4,1,49,110,130,58,53,62,2,4,0,22,80,58,47,16,3,20,73,132,3
"PLD2",105,168,60,362,166,68,11,241,367,291,456,463,86,10,85,3,54,765,513,136,129,20,13,119,325,39
"MINK1",296,465,77,856,371,48,14,950,907,308,1060,161,80,8,264,8,95,1535,310,132,255,31,85,349,639,32
"CHRNE",84,76,4,53,64,17,1,109,91,63,271,59,11,2,50,0,13,164,75,33,62,4,14,19,35,19
"C17orf107",88,93,9,82,56,20,1,112,102,75,210,100,22,2,25,1,28,159,181,30,77,8,29,52,100,25
"GP1BA",1,8,7,37,3,11,3,45,37,13,6,14,1,9,1,1,2,52,21,10,13,0,1,1,2,3
"SLC25A11",585,1165,815,2100,1543,162,151,3516,3575,2748,3553,2161,1656,58,608,74,365,3159,2370,2043,1122,68,177,628,2122,63
"RNF167",1356,1665,868,1257,2046,395,85,5006,6089,4266,3783,1014,1381,43,1307,65,1083,5107,2495,2551,833,155,338,1033,2912,182
"PFN1",23744,39258,15483,38972,43391,2168,6850,103747,94067,58893,157333,32729,34624,775,31665,2401,8063,47208,27497,26653,17964,2177,6056,13922,42155,1431
"ENO3",24,35,20,83,34,13,4,171,132,135,94,187,52,1,54,3,38,83,98,47,38,13,15,48,65,11
"SPAG7",650,887,504,2105,1481,591,78,2766,3180,1685,2558,2211,1494,64,521,32,339,3299,2995,2397,938,84,169,591,1904,429
"CAMTA2",152,277,96,368,424,121,40,504,500,387,494,170,136,10,139,21,55,932,579,245,245,22,42,151,348,18
"RP5-1050D4.5",9,28,2,7,22,6,1,33,40,25,48,31,2,0,4,0,4,65,8,15,7,0,3,11,47,0
"INCA1",5,20,11,38,13,12,0,17,23,16,21,18,5,1,8,0,5,39,43,48,23,2,3,20,27,2
"KIF1C",113,390,184,690,460,88,28,463,576,1079,810,1423,413,24,131,10,38,1486,947,240,359,32,35,287,1276,56
"AC109333.10",3,1,3,10,0,4,0,6,4,2,4,1,0,1,0,1,0,0,5,1,11,0,0,0,1,10
"SLC52A1",4,6,7,15,21,9,0,18,25,10,18,1,1,0,7,0,2,20,13,47,6,0,2,2,105,0
"ZFP3",16,18,14,39,39,12,1,51,92,75,25,52,1,1,10,2,10,104,55,39,16,5,7,46,82,5
"ZNF232",114,79,48,102,113,34,7,280,505,342,171,230,54,3,36,11,47,296,220,145,61,4,18,60,213,30
"USP6",6,10,13,65,8,10,6,7,9,4,38,19,28,4,6,6,1,53,60,248,50,3,6,17,21,7
"ZNF594",33,24,18,59,32,27,0,65,129,101,73,74,11,3,12,1,21,136,88,79,32,2,6,53,112,9
"RP11-333E1.1",46,43,21,25,52,20,1,129,175,141,104,55,64,0,25,1,21,133,61,94,35,3,11,59,166,6
"SCIMP",70,234,70,632,75,105,9,1225,557,97,1111,170,31,4,171,14,29,97,27,132,70,10,21,27,20,99
"RABEP1",523,748,369,1548,1064,166,28,1655,2066,3352,2249,749,390,32,337,16,669,3310,2287,3022,614,80,240,1145,3544,120
"NUP88",201,216,211,444,200,156,21,902,977,467,505,958,295,13,119,6,80,680,598,566,244,26,42,130,521,99
"RP11-420A6.2",2,3,2,5,0,5,0,3,2,4,2,30,7,0,0,0,0,16,17,1,9,0,0,4,7,3
"RPAIN",1240,1086,797,1658,2070,562,85,2911,4226,2421,2086,2621,871,58,737,76,481,3217,3304,3285,1254,124,316,821,2779,705
"C1QBP",2412,3057,3252,3683,5454,125,441,12106,10859,5735,8862,16957,5722,131,1664,207,1611,7826,8663,5175,2606,396,513,2175,11534,156
"DHX33",157,170,90,303,224,77,14,643,609,461,609,1143,133,7,56,3,39,881,453,325,200,14,24,154,727,55
"DERL2",834,923,662,1807,1404,382,428,2278,2754,3125,2587,2020,1300,42,799,227,549,2215,2622,2002,1102,104,204,666,1794,536
"MIS12",388,267,121,456,341,144,13,434,637,436,472,613,239,18,216,12,66,798,705,523,311,30,41,125,374,155
"NLRP1",293,220,145,948,234,191,23,791,950,164,965,717,30,22,202,5,18,1070,567,133,606,31,82,79,95,228
"WSCD1",6,11,0,8,10,2,2,26,12,7,71,6,1,1,18,1,5,181,72,4,22,2,5,12,6,1
"FAM64A",19,46,19,54,59,2,12,270,492,362,298,688,128,0,52,2,18,24,9,94,25,1,4,29,29,8
"PITPNM3",10,29,16,15,19,12,2,12,46,200,8,203,36,0,4,1,4,166,70,17,9,1,0,4,26,1
"KIAA0753",51,78,50,205,115,40,3,135,228,180,252,102,41,5,51,0,33,246,189,105,88,7,18,147,364,19
"CTC-281F24.5",1,2,2,5,0,0,0,1,0,3,2,3,3,0,1,0,1,2,3,0,3,0,0,0,4,0
"TXNDC17",1361,4882,3350,3887,4086,485,216,4960,7848,11339,8144,11021,17438,74,1581,70,1823,5071,5678,4225,2154,327,565,3612,9461,810
"MED31",699,606,517,836,938,285,41,799,1253,1143,1034,877,917,32,668,23,196,1400,1348,1493,740,105,236,1006,1389,388
"C17orf100",31,26,19,63,42,31,3,65,130,87,42,112,59,4,20,1,13,80,212,135,79,4,11,26,86,5
"XAF1",839,585,226,3877,814,595,58,5885,2695,729,4357,2191,239,83,1151,77,154,3611,1938,1670,2340,42,508,140,277,844
"FBXO39",9,12,1,2,16,0,0,9,31,1,7,1,2,0,3,1,1,32,5,6,3,0,0,1,9,2
"TEKT1",1,2,0,0,3,0,0,0,3,0,0,0,0,0,1,0,2,6,4,0,1,2,1,1,15,0
"ALOX12-AS1",255,134,126,202,204,57,22,366,574,234,428,453,86,9,139,8,59,631,375,230,141,30,50,222,545,70
"RP11-589P10.5",2,0,24,86,3,9,1,1,8,1,4,82,10,3,6,1,0,15,71,40,52,0,1,3,7,4
"ALOX12",1,1,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,4,4,0,1,1,1,0,2,0
"RNASEK",919,1132,134,970,1200,149,5,1580,1627,1266,2542,414,88,29,996,4,577,1659,667,256,426,147,321,779,2434,19
"RNASEK-C17orf49",16,11,2,17,15,5,4,12,13,9,21,15,11,1,7,1,22,17,11,13,10,1,2,4,19,1
"C17orf49",641,626,84,237,584,52,24,905,1316,881,1026,95,84,13,702,14,405,437,111,267,140,100,172,386,679,21
"MIR497HG",42,26,10,189,219,198,15,74,194,72,66,57,12,15,21,6,19,578,340,135,374,8,12,47,162,44
"BCL6B",22,78,6,190,132,22,27,128,58,22,173,30,0,6,30,6,24,815,699,51,281,16,17,25,93,10
"SLC16A13",56,71,24,22,59,12,2,198,227,279,139,40,13,6,46,1,18,219,62,15,33,2,6,38,165,0
"SLC16A11",56,15,16,10,31,51,2,29,235,32,19,16,3,1,36,0,42,292,595,90,24,1,4,2,94,1
"CLEC10A",133,786,38,407,147,151,8,1244,806,45,2699,150,27,34,55,2,10,342,83,663,178,11,33,95,32,86
"ASGR2",6,41,4,55,10,13,2,124,61,10,189,13,13,7,11,0,6,21,8,93,5,0,1,3,1,7
"ASGR1",24,82,54,565,105,39,13,386,188,60,1342,103,67,13,96,0,13,401,388,89,140,6,21,41,23,6
"DLG4",29,48,5,159,132,59,5,105,114,44,299,35,19,10,37,2,19,360,177,44,111,12,13,37,172,15
"ACADVL",1370,2153,957,4452,2041,388,289,4384,7732,2924,4345,4341,2292,154,992,262,1208,10673,6499,4030,2219,192,360,1540,4136,207
"DVL2",240,206,239,544,316,125,48,509,774,391,620,497,260,32,172,26,94,908,1011,559,361,21,62,266,683,26
"PHF23",182,229,305,693,390,167,46,466,942,781,776,926,576,19,117,20,153,823,1627,831,327,19,41,281,757,27
"GABARAP",8892,11624,363,1010,13823,131,173,18444,28143,16640,37926,727,1114,51,7566,159,6273,24850,794,460,475,1291,2426,10110,23503,57
"CTDNEP1",252,446,563,3651,512,184,60,1111,1154,1017,2254,2959,948,109,298,19,102,1579,2770,960,1763,50,94,544,1063,294
"ELP5",809,817,221,1554,601,147,26,1053,1928,923,3288,2630,1918,38,510,12,202,1979,985,2324,783,89,154,954,1674,354
"CLDN7",1730,5095,1683,314,4157,378,87,2704,3329,14002,251,5331,7450,12,1067,101,4114,6577,14011,6525,103,275,636,3057,16914,13
"SLC2A4",1,25,24,10,27,15,0,3,13,7,10,32,0,9,1,0,1,79,58,44,47,0,2,2,4,3
"YBX2",4,133,102,3,91,2,2,2,18,99,0,89,28,0,3,6,3,35,22,102,5,1,2,65,48,0
"EIF5A",4289,5240,6519,5085,9039,587,142,18440,16671,10813,22434,11006,9349,397,4385,55,985,11929,7545,12687,4801,626,886,2907,8304,412
"GPS2",406,271,255,923,306,78,86,542,563,740,532,657,250,31,209,58,136,740,436,294,764,48,85,256,653,33
"NEURL4",25,32,35,105,65,9,7,57,65,64,74,63,15,3,34,1,14,149,107,65,87,8,12,52,107,6
"ACAP1",1883,950,912,2854,822,879,14,5046,5338,893,1945,951,280,47,1313,7,105,814,286,391,2248,109,351,184,261,1362
"KCTD11",53,100,69,290,216,58,8,155,205,144,240,258,98,13,53,4,36,380,360,192,200,7,29,121,284,9
"TNK1",146,122,108,13,194,13,8,155,368,217,13,162,53,1,45,2,60,583,288,98,25,24,31,393,672,2
"TMEM256-PLSCR3",280,201,1,18,373,5,4,512,761,198,707,19,7,2,174,6,124,613,8,5,9,43,71,86,363,2
"TMEM256-PLSCR3.1",11,10,0,0,8,2,1,15,18,1,14,3,1,0,2,1,3,28,4,0,0,5,3,12,44,0
"TMEM256",1555,2483,1669,1800,2378,786,83,2784,3971,2526,3331,2453,5025,97,1014,45,997,4357,5196,3851,1734,359,690,2610,5383,202
"NLGN2",41,41,16,206,148,69,7,60,159,184,222,65,24,18,20,12,16,682,296,91,169,4,13,66,189,18
"TMEM102",152,146,73,400,92,3,3,295,656,425,181,169,74,12,148,9,53,273,436,304,108,6,22,40,159,4
"FGF11",22,32,6,30,94,34,3,25,89,139,16,26,22,2,13,3,4,290,96,6,38,2,3,11,16,3
"CHRNB1",128,142,111,327,269,120,10,385,578,553,410,427,194,16,164,6,32,556,354,272,179,10,34,143,411,84
"ZBTB4",189,197,177,880,255,224,21,480,632,389,711,510,156,31,106,5,54,1664,1109,523,425,21,38,256,901,193
"SLC35G6",2,0,1,0,1,0,0,3,5,3,2,1,0,0,1,0,0,0,0,0,3,0,1,0,2,1
"POLR2A",1838,907,389,3366,1230,485,18,2327,2480,2108,3389,1692,545,79,816,8,184,5605,2496,1551,2022,150,319,683,1397,317
"TNFSF12",75,170,62,3110,161,138,27,297,268,121,911,474,99,118,182,9,42,584,1662,478,1381,12,42,203,313,75
"RP11-186B7.7",2,4,3,4,0,1,1,2,1,3,0,7,2,0,2,1,2,5,11,2,3,2,1,3,2,0
"TNFSF13",232,981,2,63,630,0,0,1611,1433,1101,3039,6,0,0,488,0,237,641,3,2,1,49,96,385,602,0
"SENP3",37,24,41,130,35,37,7,49,56,65,69,166,155,7,23,0,13,94,185,73,128,6,7,21,89,24
"EIF4A1",1633,1449,1808,6948,1380,1880,228,1928,2886,1391,3364,6695,5533,270,1055,107,459,6028,8842,10462,4813,372,412,874,2943,2175
"CD68",902,7269,277,19115,1924,413,213,22276,10286,4295,44357,1462,1237,254,5240,67,1411,3287,451,2048,1257,75,508,830,942,943
"AC113189.5",93,144,240,126,183,127,5,159,285,1056,75,100,103,9,87,2,88,590,323,112,201,47,41,271,706,22
"MPDU1",401,709,348,1541,867,256,21,1570,1838,1673,2398,1075,888,49,498,9,117,2034,1836,1293,717,72,113,578,1188,225
"SOX15",118,6,43,8,498,52,3,190,216,12,279,1289,882,0,1,11,2,600,87,302,8,0,1,12,13,2
"FXR2",72,95,127,418,147,54,15,221,299,347,332,472,172,11,56,5,22,395,430,238,205,8,25,102,327,30
"SHBG",3,0,0,10,4,3,0,10,7,16,4,3,4,2,0,0,3,9,12,4,9,0,0,1,3,1
"SAT2",1452,1285,959,2518,2594,894,101,2928,5107,2689,4762,1587,1394,83,887,71,559,5394,6562,3048,1402,194,369,890,4592,249
"ATP1B2",55,14,3,261,213,80,5,71,120,12,81,7,2,63,5,4,1,721,404,145,434,15,20,18,24,17
"TP53",152,226,508,603,312,191,11,682,1646,219,683,470,352,60,139,4,42,1215,1597,1034,541,28,45,273,576,131
"WRAP53",80,120,57,185,124,40,8,421,537,356,361,178,115,8,88,11,61,405,210,251,109,14,17,74,165,24
"EFNB3",34,2,1,34,54,73,0,9,95,11,27,10,2,3,3,0,2,155,121,46,22,1,1,3,27,7
"DNAH2",1,3,6,11,12,5,1,6,23,36,15,72,3,1,1,0,1,87,25,4,7,2,2,15,30,5
"KDM6B",3026,1482,830,8029,1385,345,61,3072,2721,1722,4743,1821,330,156,1586,41,173,5124,3906,1284,4171,299,516,722,4385,305
"TMEM88",110,176,49,345,289,114,42,292,299,37,627,82,18,19,58,23,42,2775,1050,258,392,30,30,43,79,26
"NAA38",1229,1926,1713,2509,2166,882,293,4760,4476,5543,7344,2659,5059,128,1383,266,1892,6405,6157,7833,2277,512,1020,2936,8122,204
"CYB5D1",120,134,166,1484,147,74,12,383,304,216,798,380,57,21,134,9,47,782,1044,388,460,31,27,181,735,71
"CHD3",521,486,124,1548,694,137,36,1114,1868,682,1351,844,432,34,274,26,128,2256,1229,631,713,68,121,349,1203,94
"AC025335.1",51,37,26,182,53,21,2,58,117,58,56,51,47,18,22,0,13,188,164,85,189,15,8,141,162,5
"KCNAB3",12,6,13,34,8,9,0,30,34,22,12,19,4,1,7,3,3,41,30,6,24,1,1,13,29,6
"TRAPPC1",1976,3284,2002,4016,4471,887,298,8340,10732,7213,14390,3845,3415,100,2345,154,1241,7815,3540,5002,2498,295,651,3041,6541,1214
"CNTROB",72,71,59,235,106,61,16,219,248,244,277,236,56,9,47,4,28,337,211,256,96,11,27,134,236,42
"GUCY2D",2,14,10,5,3,1,0,10,7,16,5,2,75,1,2,1,1,28,101,20,1,1,6,13,121,0
"ALOX15B",2,319,221,90,27,14,2,108,84,32,40,17,4,0,3,0,591,338,238,50,18,7,14,368,291,13
"ALOX12B",5,1,0,0,6,1,0,10,8,0,1,1,0,0,1,0,0,5,5,6,2,0,0,1,0,0
"AC129492.6",8,5,0,3,8,1,0,10,12,2,5,0,1,0,3,0,0,4,2,0,1,0,2,1,1,2
"ALOXE3",17,5,3,2,6,0,0,0,12,3,10,2,3,0,4,0,3,29,15,2,4,3,0,7,49,0
"HES7",12,6,14,55,19,7,1,0,18,13,14,13,4,4,0,1,2,27,56,11,28,0,5,5,13,0
"PER1",1237,996,319,1724,983,331,65,956,1612,459,1851,938,353,23,499,44,196,4129,1177,573,1376,132,438,356,1524,446
"VAMP2",995,652,1708,3434,1008,1756,138,1993,2615,1155,1418,2300,2134,100,532,57,162,3664,9466,7044,2845,104,210,543,1343,310
"TMEM107",395,408,406,633,533,204,56,1352,1399,1435,1809,1090,799,22,332,18,180,1547,1162,719,574,76,155,717,1127,194
"BORCS6",288,290,187,490,371,52,10,746,1021,698,868,204,132,20,190,8,100,821,674,345,355,24,71,131,606,25
"AC129492.1",5,8,0,0,8,0,0,7,21,13,21,0,0,0,3,0,4,12,2,0,0,1,1,8,23,0
"AURKB",31,73,150,197,95,2,19,659,639,527,550,1457,533,1,71,7,32,19,27,316,53,3,8,46,20,70
"LINC00324",212,122,113,303,145,67,6,455,521,253,361,74,26,9,108,3,13,460,236,70,227,27,31,136,196,106
"CTC1",157,68,55,124,81,38,1,213,281,183,176,73,26,6,69,4,48,302,195,83,89,16,32,151,299,59
"PFAS",32,73,29,91,78,15,6,127,172,106,226,146,35,3,25,0,25,219,141,78,68,7,5,72,134,23
"RP11-849F2.9",3,1,2,5,0,1,0,1,2,0,4,12,1,0,1,0,0,9,10,11,5,0,0,2,3,1
"SLC25A35",63,148,84,120,295,24,13,329,388,295,319,100,27,3,51,12,133,464,483,222,37,11,19,308,500,13
"RANGRF",516,575,270,680,766,234,86,1720,1974,1079,2015,760,566,21,490,64,303,1780,1685,953,447,60,152,401,1980,238
"ARHGEF15",28,89,9,146,132,38,19,160,113,13,134,65,1,10,41,12,21,1927,962,74,273,20,17,30,67,14
"RP11-849F2.5",5,0,1,4,2,2,0,3,6,2,2,1,0,1,0,0,0,14,1,0,1,1,0,1,5,1
"KRBA2",81,122,44,62,140,31,3,169,372,362,229,69,35,2,50,1,42,739,136,100,38,13,18,68,239,6
"RP11-849F2.7",8,13,8,11,22,3,1,17,12,5,6,9,8,0,14,0,1,20,17,9,13,6,3,6,18,5
"RPL26",22023,16736,34894,61569,18899,31831,1080,34192,35048,9217,20643,122197,108175,2677,14374,296,3871,38636,179722,106028,58853,8897,4565,9859,27423,44771
"NDEL1",1031,666,277,1094,680,181,56,854,1690,852,1708,973,401,22,579,34,120,2025,1247,357,586,55,113,348,1002,117
"MYH10",92,152,230,783,368,258,24,185,714,354,276,164,353,20,9,3,89,1450,1006,284,256,35,28,178,513,69
"MFSD6L",2,3,6,4,10,2,1,17,44,17,2,18,0,0,1,0,24,29,185,2,1,1,1,14,17,0
"PIK3R6",19,36,5,118,22,8,1,73,89,13,189,16,13,1,52,3,10,21,11,21,13,2,9,12,10,6
"PIK3R5",168,218,34,617,72,27,3,533,478,99,815,74,37,5,209,0,26,121,17,38,142,10,38,32,53,85
"CTB-41I6.1",8,10,1,32,4,0,0,86,63,33,37,2,2,0,12,0,6,6,0,5,11,1,3,4,3,0
"CTB-41I6.2",2,3,0,5,0,1,0,8,6,2,8,0,1,0,5,0,1,2,0,0,1,0,0,2,0,2
"NTN1",36,39,6,8,25,13,6,47,53,143,13,69,24,1,15,1,42,163,43,48,20,4,9,152,60,6
"STX8",737,926,399,1596,1201,321,166,1739,2528,1440,2446,1209,1395,43,584,84,247,2178,1761,3237,1052,71,180,691,1818,550
"RP11-55L4.2",1,1,0,0,3,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
"USP43",34,47,35,13,37,8,2,11,81,465,22,194,95,0,28,1,24,168,89,51,6,3,11,161,212,0
"RCVRN",3,1,0,16,6,4,0,4,13,0,8,0,0,0,3,0,0,8,5,0,3,2,1,1,6,0
"GAS7",65,182,54,800,371,437,14,603,546,95,1340,169,39,11,128,3,25,892,273,80,184,2,23,41,92,134
"RP11-401O9.4",23,23,0,6,269,0,0,88,74,48,13,0,0,2,0,0,1,179,0,1,3,1,1,12,13,0
"RP11-401O9.3",1,2,1,128,22,29,0,9,2,4,0,21,3,3,0,0,0,24,44,11,48,0,2,3,1,7
"RP11-799N11.1",1,1,0,39,5,14,0,0,2,0,0,3,0,2,0,0,0,10,16,2,26,0,0,0,1,0
"MYHAS",2,1,0,4,6,1,0,3,8,2,1,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0
"MYH3",11,2,27,6,0,7,1,30,19,3,11,38,4,0,6,2,0,40,37,25,17,0,2,8,6,4
"SCO1",263,359,256,770,427,135,26,789,1121,756,848,1276,555,24,161,18,318,956,909,1174,419,33,52,280,811,58
"ADPRM",111,86,70,209,143,104,3,295,634,173,142,271,128,5,60,3,96,295,479,805,172,19,28,66,157,214
"TMEM220",195,138,30,308,345,68,13,489,588,225,322,987,2,12,79,2,62,1343,924,97,167,9,16,183,114,5
"TMEM220-AS1",17,5,1,19,21,9,0,19,31,89,10,41,2,3,2,0,2,108,53,8,14,2,1,11,5,0
"LINC00675",1,101,521,0,17,1,0,0,57,888,0,10,66,0,0,0,1,45,21,2,0,0,0,24,8,0
"RP11-963H4.3",10,2,4,1,5,15,1,0,89,5,0,10,2,0,0,0,0,28,75,9,2,0,0,4,0,0
"RP11-680C21.1",1,1,0,3,3,1,0,1,0,0,0,0,0,1,0,0,0,5,1,2,5,0,0,1,0,0
"DNAH9",1,2,4,2,6,0,0,2,12,1,2,1,0,0,0,0,0,24,9,3,3,0,2,3,1,0
"ZNF18",40,67,56,141,83,50,4,131,181,86,149,66,26,5,37,1,57,163,197,106,90,13,12,45,103,31
"MAP2K4",199,180,179,538,254,70,10,306,297,718,541,375,133,13,117,2,102,676,653,169,197,27,36,254,755,87
"MYOCD",6,14,1,57,56,16,3,6,3,2,5,8,1,6,2,0,0,207,85,56,94,0,3,7,8,4
"ARHGAP44",10,59,80,126,94,35,1,26,95,227,18,51,10,18,6,4,3,216,160,66,241,2,5,69,176,14
"ELAC2",235,357,293,654,340,66,29,909,1160,601,977,724,255,18,182,16,146,1201,647,535,280,33,59,209,565,40
"HS3ST3A1",8,11,1,103,72,5,5,115,30,35,926,57,11,3,15,0,10,67,13,2,44,0,1,7,11,1
"COX10",226,282,104,272,302,48,34,469,589,652,609,515,162,5,195,14,78,411,360,203,161,23,51,196,578,61
"AC005224.2",4,4,7,13,8,8,1,11,3,4,8,22,0,0,1,1,1,27,25,4,17,0,0,3,2,2
"HS3ST3B1",186,163,48,295,141,47,8,310,340,38,303,133,60,8,229,1,24,115,86,33,245,11,63,23,45,202
"RP11-214O1.2",15,8,1,77,8,2,0,17,17,7,34,14,1,3,11,0,2,16,2,5,17,0,4,2,1,9
"RP11-214O1.3",15,14,36,259,12,31,6,126,99,12,93,75,28,3,24,1,3,44,34,27,172,2,1,4,7,151
"AC005863.1",1,1,4,0,0,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"PMP22",350,1336,61,6978,4247,1662,141,1520,2583,1822,6525,2572,235,140,386,43,306,8325,6658,973,3016,72,114,1258,1617,619
"TEKT3",2,2,1,27,20,10,0,9,11,4,3,7,1,4,2,0,3,44,49,6,24,2,0,18,55,6
"CDRT4",4,3,1,8,1,2,1,14,4,3,14,17,1,0,1,1,1,16,13,2,4,0,1,6,13,0
"TVP23C-CDRT4",1,1,0,6,1,1,0,5,0,0,0,8,3,0,2,0,0,1,0,3,0,0,0,0,0,0
"TVP23C",36,14,32,185,37,46,5,73,41,51,62,135,53,3,25,6,12,91,263,56,95,5,16,44,115,16
"RP11-385D13.3",2,4,30,192,1,78,3,25,18,20,18,231,39,6,2,0,3,30,477,141,76,1,1,4,37,69
"CDRT1",1,4,2,2,5,0,0,46,2,1,5,3,3,0,0,1,0,11,4,1,5,0,0,1,4,0
"TRIM16",145,130,152,378,279,100,28,278,397,465,357,641,920,26,75,12,40,455,890,502,404,32,34,114,470,103
"ZNF286A",115,40,29,67,103,28,1,188,447,134,128,126,33,4,50,1,20,328,81,87,35,11,21,39,239,17
"TBC1D26",1,0,0,1,1,0,0,1,3,1,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0
"CTD-3157E16.2",7,8,15,64,53,33,11,20,17,12,24,76,44,9,10,3,13,117,438,143,92,2,3,80,81,16
"ADORA2B",99,146,5,71,82,7,4,143,213,401,1500,168,93,1,61,0,2,140,65,29,15,2,6,7,396,4
